,MW,TPSA,XLogP,NHD,NHA,NRB
2111,531.4,69.1,4.3,0,6,7
2113,255.27,59.3,1.9,1,3,3
2114,189.17,66.4,1.3,2,4,1
2115,339.5,29.5,4.2,0,3,9
2116,176.12,107.0,-1.6,4,6,2
2117,328.4,95.6,3.1,4,4,8
2118,256.09,90.7,1.4,2,5,1
2119,520.5,232.0,-0.6,4,13,9
2120,197.19,104.0,-2.7,4,5,3
2121,257.37,23.5,3.1,1,2,0
2122,234.34,32.3,2.3,1,2,5
2123,337.5,40.5,3.8,1,3,6
2124,408.5,49.8,4.2,0,4,8
2125,351.35,72.9,-0.8,2,8,3
2126,233.69,61.8,2.8,1,3,3
2127,477.0,43.8,5.0,1,3,7
2128,382.9,42.4,5.2,0,3,2
2130,422.9,92.5,4.3,2,5,8
2131,327.8,28.1,3.1,0,3,1
2132,853.6,426.0,-5.9,10,24,22
2133,277.4,12.0,4.6,1,1,4
2134,284.74,35.8,2.2,1,2,1
2135,270.75,15.6,4.4,0,2,1
2136,241.28,49.3,5.1,2,3,3
2137,280.36,50.8,2.0,1,4,9
2138,378.31,45.2,3.6,2,9,2
2139,351.4,136.0,3.0,2,7,2
2140,305.2,66.6,-0.5,2,4,8
2141,179.3,26.0,3.3,1,1,0
2142,340.4,46.5,3.2,1,3,5
2143,247.33,29.5,2.5,0,3,4
2144,218.25,105.0,0.7,2,4,8
2145,322.5,31.8,4.6,0,3,2
2146,386.6,68.1,4.5,0,5,4
2148,32.042,20.2,-0.5,1,1,0
2149,261.39,47.6,2.6,0,4,6
2150,198.22,66.5,1.2,1,3,2
2151,356.6,57.1,4.2,0,4,2
2152,241.24,91.0,0.6,2,5,7
2154,164.96,9.2,2.2,0,3,2
2155,318.4,59.1,1.3,1,4,5
2157,90.15,75.2,0.2,2,2,1
2158,233.31,38.3,0.2,1,3,4
2159,374.5,94.8,1.9,3,5,2
2160,302.5,37.3,3.4,1,2,0
2161,183.25,46.2,0.8,1,2,2
2162,299.79,67.6,2.6,2,4,7
2163,267.36,50.7,1.9,2,4,9
2164,171.15,83.9,0.0,1,4,2
2165,363.2,41.6,3.7,1,3,1
2167,416.1,27.0,5.3,0,2,6
2168,325.8,30.2,2.5,0,3,1
2169,814.0,206.0,2.6,3,16,14
2171,429.6,40.5,3.8,1,3,3
2172,298.4,50.3,2.0,1,5,5
2173,457.5,165.0,-0.6,5,9,3
2174,265.35,19.4,3.3,0,3,0
2175,334.33,147.0,-0.4,3,8,4
2176,268.74,41.6,1.5,1,3,4
2177,273.4,79.4,1.7,1,3,5
2178,285.34,52.9,0.8,2,4,0
2179,230.09,36.4,2.0,2,1,2
2180,309.4,82.0,0.7,4,5,6
2181,414.5,121.0,2.9,2,6,5
2182,232.23,70.5,1.4,1,5,2
2184,341.4,70.0,1.9,2,5,2
2185,274.4,37.3,2.6,1,2,0
2186,470.0,51.6,4.3,0,5,10
2187,253.34,12.5,2.9,0,2,1
2188,567.8,127.0,5.7,4,6,10
2189,387.9,53.6,3.9,2,4,6
2190,266.3,58.1,2.0,1,4,1
2191,479.5,114.0,3.8,1,8,10
2192,122.12,56.0,-0.4,1,2,1
2195,295.29,78.5,2.2,0,4,1
2196,281.27,87.3,2.2,1,4,1
2197,360.4,110.0,2.9,1,7,6
2198,238.16,121.0,-0.5,1,6,2
2199,44.013,19.1,0.5,0,2,0
2200,169.18,86.7,-1.2,4,4,2
2201,298.4,37.3,3.0,1,2,1
2203,263.4,12.0,4.5,1,1,3
2204,114.23,0.0,3.9,0,0,5
2206,312.4,59.1,2.9,1,4,1
2207,687.9,166.0,2.6,3,13,6
2209,293.4,39.8,2.3,0,2,2
2210,269.4,12.5,3.8,0,2,6
2213,286.71,61.7,2.2,2,3,1
2214,328.8,41.6,3.0,1,3,1
2215,169.18,86.7,0.2,4,4,2
2216,158.16,83.6,-2.2,2,3,2
2217,315.4,59.0,1.2,1,5,1
2219,379.5,40.7,4.3,1,4,6
2220,460.4,202.0,-1.6,7,10,2
2221,853.9,221.0,2.5,4,14,14
2222,339.4,49.8,3.9,0,5,6
2223,180.16,67.2,-0.2,1,3,0
2224,159.23,3.2,2.1,0,1,3
2225,176.17,64.7,0.9,1,2,1
2227,170.16,63.6,0.9,1,4,4
2228,334.4,112.0,1.8,2,5,4
2229,350.4,121.0,2.1,2,6,5
2230,340.4,118.0,2.6,4,4,10
2231,285.4,23.5,3.3,1,2,2
2232,226.27,75.3,2.1,2,3,4
2234,314.5,44.3,4.2,1,2,4
2235,365.5,75.8,3.5,1,5,4
2237,178.19,72.2,0.9,2,2,2
2238,179.22,38.3,1.6,1,2,3
2239,213.24,89.6,1.9,2,5,2
2240,191.27,12.5,1.9,0,2,1
2241,177.24,21.3,1.4,1,2,1
2242,232.23,75.3,1.5,2,3,2
2243,303.8,12.5,4.4,0,2,8
2244,179.22,52.3,2.0,1,2,5
2245,308.4,40.6,3.2,0,2,5
2246,167.2,52.5,-0.3,3,3,3
2247,252.27,58.2,2.5,2,2,2
2248,275.35,44.8,0.7,1,4,2
2249,208.26,44.1,1.1,0,3,3
2250,293.4,28.5,3.9,0,2,0
2251,461.5,35.6,6.3,1,4,7
2252,248.32,57.3,1.8,3,3,6
2253,142.16,63.4,-1.3,1,2,2
2254,627.6,204.0,2.7,5,13,7
2255,351.4,68.8,0.1,1,5,2
2256,298.34,50.7,1.8,0,6,3
2257,331.3,108.0,3.1,2,6,2
2258,1085.1,358.0,0.6,11,24,15
2260,511.4,267.0,-1.5,5,15,8
2261,266.34,70.6,0.8,3,4,7
2262,137.16,36.5,1.0,1,2,1
2263,269.38,52.6,0.8,1,3,7
2264,424.5,124.0,1.6,4,7,11
2265,324.8,32.7,3.6,0,2,3
2266,312.4,40.6,2.7,0,2,1
2268,360.4,94.8,1.6,3,5,2
2269,358.4,91.7,1.5,2,5,2
2270,218.25,58.2,0.9,2,2,2
2271,285.36,83.1,3.2,1,5,7
2272,236.31,55.6,1.9,1,4,7
2273,221.3,53.2,0.1,3,3,5
2274,373.9,35.0,4.9,0,4,4
2275,314.5,34.1,3.9,0,2,1
2276,284.4,31.8,4.5,0,3,4
2277,284.4,31.8,4.8,0,3,3
2279,368.5,35.5,4.2,0,3,7
2280,340.5,48.8,4.8,0,4,5
2281,178.27,20.2,3.8,1,1,2
2283,240.34,40.6,1.9,0,2,6
2284,263.4,12.0,4.4,1,1,4
2285,238.24,78.7,-0.8,1,4,2
2286,123.11,68.9,-0.6,1,3,1
2287,181.21,33.4,0.7,0,2,2
2288,285.4,28.6,3.3,0,4,7
2289,248.71,77.8,2.7,2,4,2
2290,167.2,46.2,1.0,1,2,2
2291,386.8,47.7,4.0,0,6,2
2292,302.23,127.0,1.5,5,7,1
2293,383.5,73.6,2.1,1,5,6
2294,324.4,45.6,2.9,1,4,4
2295,314.41,112.0,0.3,2,7,9
2296,634.7,118.0,4.5,1,10,11
2297,608.7,118.0,4.0,1,10,10
2298,244.2,144.0,-1.8,4,7,3
2300,410.5,61.9,2.7,0,6,4
2301,720.9,202.0,6.0,4,9,18
2302,250.34,32.8,2.3,0,3,5
2303,314.4,68.8,2.3,0,4,3
2304,275.34,47.6,2.2,1,3,4
2305,260.37,32.3,2.7,1,2,7
2306,357.4,96.8,3.1,1,6,7
2307,837.0,217.0,3.1,5,17,13
2308,137.14,63.3,1.3,2,2,1
2309,138.12,57.5,2.3,2,3,1
2310,303.35,62.3,0.9,1,5,5
2312,176.21,62.0,0.2,3,2,2
2313,306.2,12.0,4.8,1,1,2
2314,200.05,9.2,2.8,0,8,2
2315,279.8,3.2,5.4,0,1,5
2316,272.37,86.8,0.2,3,5,6
2318,395.5,52.6,3.0,1,5,6
2319,416.6,85.7,2.9,0,5,2
2323,253.28,107.0,0.9,2,6,3
2324,398.4,150.0,-0.7,3,9,6
2325,267.31,107.0,1.0,2,6,3
2326,341.4,110.0,0.6,2,6,6
2327,290.4,114.0,0.1,1,6,2
2328,295.4,73.6,0.9,2,4,6
2329,329.4,69.6,0.2,0,6,3
2330,1297.3,534.0,1.5,12,23,16
2331,804.0,178.0,2.7,3,12,7
2332,371.5,12.5,7.1,0,2,8
2333,300.74,52.9,2.2,1,3,1
2336,291.4,3.2,5.6,0,1,5
2337,532.5,64.9,4.8,0,7,8
2338,471.7,43.7,6.6,2,3,9
2339,102.17,9.2,1.6,0,1,2
2340,74.12,20.2,0.5,1,1,0
2341,102.17,9.2,1.4,0,1,2
2342,88.15,9.2,0.9,0,1,1
2343,134.22,0.0,4.1,0,0,1
2344,300.4,43.4,3.0,0,3,0
2345,288.4,37.3,3.3,1,2,0
2346,194.95,0.0,3.0,0,4,1
2347,355.4,40.2,3.2,0,5,4
2348,258.23,83.6,0.3,1,4,1
2349,180.16,67.2,-0.8,1,3,0
2351,254.35,90.3,3.2,2,3,5
2352,399.6,60.3,5.4,0,5,6
2353,242.34,90.3,2.9,2,3,4
2354,370.6,57.1,5.9,0,4,4
2356,328.4,84.1,0.9,1,5,8
2357,312.4,37.3,2.4,1,2,1
2358,397.5,67.7,4.3,1,4,6
2359,247.27,106.0,-0.4,0,5,4
2360,382.5,61.6,3.2,0,6,6
2361,311.4,86.9,1.5,2,4,3
2363,92.14,0.0,2.7,0,0,0
2364,339.36,124.0,-0.8,1,9,3
2365,421.4,103.0,0.5,2,7,3
2366,371.9,42.4,2.8,0,4,5
2367,394.4,115.0,1.2,4,7,2
2368,253.26,130.0,1.0,3,7,1
2369,343.2,43.1,2.4,0,3,1
2370,229.38,66.8,0.3,2,4,2
2371,407.5,35.0,5.0,0,7,4
2372,352.4,31.8,5.2,0,6,4
2373,301.5,23.5,4.5,1,2,5
2374,298.4,31.8,4.7,0,3,4
2375,143.14,46.6,0.3,0,3,0
2376,290.32,106.0,0.9,2,7,5
2377,369.4,118.0,2.5,3,8,6
2378,294.4,6.5,5.8,0,2,4
2379,60.056,69.1,-1.4,2,1,0
2380,89.09,52.3,-0.2,1,2,2
2381,354.36,167.0,-1.5,4,8,9
2382,277.4,32.7,2.9,1,3,5
2384,237.29,39.7,1.5,1,4,5
2385,811.0,154.0,3.7,3,12,10
2386,626.7,262.0,-3.1,9,11,6
2387,220.34,49.7,2.8,1,2,2
2388,211.22,88.2,-1.3,2,3,2
2389,305.33,74.3,1.0,0,4,3
2391,307.4,37.6,2.5,0,2,3
2392,212.23,94.6,0.2,1,5,2
2393,388.8,91.8,0.5,0,7,3
2394,331.9,37.8,4.8,0,3,4
2395,286.33,102.0,0.9,3,6,4
